frameCount bodySize centerOfMassHeightAdjusted dispersion leftPollock rightPollock leftRondDuBras rightRondDuBras momentumFluid momentumHarsh momentumTotal handRadiusLeft handRadiusRight joint0PositionX joint0PositionY joint0PositionZ joint0OrientationW joint0OrientationX joint0OrientationY joint0OrientationZ joint1PositionX joint1PositionY joint1PositionZ joint1OrientationW joint1OrientationX joint1OrientationY joint1OrientationZ joint2PositionX joint2PositionY joint2PositionZ joint2OrientationW joint2OrientationX joint2OrientationY joint2OrientationZ joint3PositionX joint3PositionY joint3PositionZ joint3OrientationW joint3OrientationX joint3OrientationY joint3OrientationZ joint4PositionX joint4PositionY joint4PositionZ joint4OrientationW joint4OrientationX joint4OrientationY joint4OrientationZ joint5PositionX joint5PositionY joint5PositionZ joint5OrientationW joint5OrientationX joint5OrientationY joint5OrientationZ joint6PositionX joint6PositionY joint6PositionZ joint6OrientationW joint6OrientationX joint6OrientationY joint6OrientationZ joint7PositionX joint7PositionY joint7PositionZ joint7OrientationW joint7OrientationX joint7OrientationY joint7OrientationZ joint8PositionX joint8PositionY joint8PositionZ joint8OrientationW joint8OrientationX joint8OrientationY joint8OrientationZ joint9PositionX joint9PositionY joint9PositionZ joint9OrientationW joint9OrientationX joint9OrientationY joint9OrientationZ joint10PositionX joint10PositionY joint10PositionZ joint10OrientationW joint10OrientationX joint10OrientationY joint10OrientationZ joint11PositionX joint11PositionY joint11PositionZ joint11OrientationW joint11OrientationX joint11OrientationY joint11OrientationZ joint12PositionX joint12PositionY joint12PositionZ joint12OrientationW joint12OrientationX joint12OrientationY joint12OrientationZ joint13PositionX joint13PositionY joint13PositionZ joint13OrientationW joint13OrientationX joint13OrientationY joint13OrientationZ joint14PositionX joint14PositionY joint14PositionZ joint14OrientationW joint14OrientationX joint14OrientationY joint14OrientationZ joint15PositionX joint15PositionY joint15PositionZ joint15OrientationW joint15OrientationX joint15OrientationY joint15OrientationZ joint16PositionX joint16PositionY joint16PositionZ joint16OrientationW joint16OrientationX joint16OrientationY joint16OrientationZ joint17PositionX joint17PositionY joint17PositionZ joint17OrientationW joint17OrientationX joint17OrientationY joint17OrientationZ joint18PositionX joint18PositionY joint18PositionZ joint18OrientationW joint18OrientationX joint18OrientationY joint18OrientationZ joint19PositionX joint19PositionY joint19PositionZ joint19OrientationW joint19OrientationX joint19OrientationY joint19OrientationZ joint20PositionX joint20PositionY joint20PositionZ joint20OrientationW joint20OrientationX joint20OrientationY joint20OrientationZ joint21PositionX joint21PositionY joint21PositionZ joint21OrientationW joint21OrientationX joint21OrientationY joint21OrientationZ joint22PositionX joint22PositionY joint22PositionZ joint22OrientationW joint22OrientationX joint22OrientationY joint22OrientationZ joint23PositionX joint23PositionY joint23PositionZ joint23OrientationW joint23OrientationX joint23OrientationY joint23OrientationZ joint24PositionX joint24PositionY joint24PositionZ joint24OrientationW joint24OrientationX joint24OrientationY joint24OrientationZ 
132 0.18267581 -0.057434384 2.0891511 0 0 0 0 0.0 0.0 0.0 0.5 0.5 -0.40388098 0.02047077 3.2196798 0.314934 -0.08196054 0.940642 -0.0963938 -0.43224463 0.31418866 3.1489894 0.32350475 -0.08283678 0.9377289 -0.095641844 -0.45832032 0.60102725 3.0663114 0.3324956 -0.09208743 0.9292259 -0.13230951 -0.43374223 0.7433591 3.0347097 0.0 0.0 0.0 0.0 -0.5480332 0.46873438 2.9771361 -0.21999373 0.7477765 -0.5087017 0.3655895 -0.5744167 0.21430889 2.996878 0.03447608 0.99496824 -0.054340705 -0.076789886 -0.51087755 0.011626299 2.9991767 -0.12942761 0.48199558 0.07855746 0.86299336 -0.4952029 -0.05213452 3.0191398 -0.03439959 0.4551826 0.1851233 0.8702614 -0.31271228 0.50946546 3.1752315 0.22449723 0.7346459 0.6214999 0.15373427 -0.28516003 0.25613585 3.2423975 0.04955847 0.6775973 0.12996675 0.7221596 -0.259153 0.03599238 3.2580738 -0.031982087 0.5150191 0.06055617 0.8544387 -0.2667644 -0.013217857 3.2641134 0.096639104 0.5225123 0.011460864 0.8470599 -0.45293507 0.010854214 3.1437712 -0.30715257 0.64535993 -0.5939317 0.36934137 -0.5331416 -0.37792176 3.237945 0.06407677 0.8963631 -0.1393947 -0.41592854 -0.55375826 -0.69627243 3.3380332 0.10484878 0.80245775 -0.11372136 -0.57631224 -0.51603913 -0.8021152 3.2365158 0.0 0.0 0.0 0.0 -0.34586775 0.029649343 3.2240036 0.11427795 0.6477729 0.7515753 -0.04965352 -0.39594197 -0.34253502 3.396194 0.1474963 0.41633564 0.16674104 0.88153666 -0.39131057 -0.70458394 3.5081334 0.062564105 0.45058823 0.13576607 0.880127 -0.32589808 -0.76512885 3.4328518 0.0 0.0 0.0 0.0 -0.45212412 0.5303866 3.0891962 0.3326077 -0.08705123 0.93241614 -0.11133005 -0.47779197 -0.12463857 3.0408752 0.0 0.0 0.0 0.0 -0.46168402 -0.02564112 3.027389 0.0 0.0 0.0 0.0 -0.2527241 -0.08098691 3.286479 0.0 0.0 0.0 0.0 -0.23485139 -0.023319691 3.2585719 0.0 0.0 0.0 0.0 
133 0.1826697 -0.072357796 2.0939755 0 0 0 0 8.57004E-6 0.14999145 1.7673019 0.5 0.5 -0.40410966 0.019876856 3.2197306 0.31489515 -0.08178601 0.94063133 -0.0967719 -0.4322702 0.31383744 3.1488173 0.32422292 -0.08274345 0.937457 -0.095955126 -0.45814544 0.6004636 3.0656495 0.333969 -0.0922019 0.9285991 -0.13291688 -0.43336284 0.74317 3.0352218 0.0 0.0 0.0 0.0 -0.5481547 0.46862447 2.9770982 -0.21841389 0.74710095 -0.5100491 0.3660398 -0.574462 0.21428046 2.9967449 0.034367546 0.9950739 -0.05425492 -0.07552002 -0.5102595 0.009211903 2.9992704 -0.12358708 0.5369117 0.08685542 0.8300049 -0.4949122 -0.052857086 3.0195053 -0.015466749 0.51041204 0.19261666 0.8379375 -0.31303316 0.5109889 3.175901 0.22830245 0.7311266 0.6240613 0.15452366 -0.28604975 0.25214395 3.2445583 0.048856113 0.6632747 0.13032562 0.73531955 -0.25848943 0.028883284 3.2593007 -0.037547737 0.49997953 0.05797872 0.86327815 -0.2669222 -0.020025685 3.2661426 0.12019043 0.5093966 0.016794521 0.85193145 -0.45313227 0.009833521 3.1439424 -0.30621967 0.6461329 -0.5930668 0.37015313 -0.5325656 -0.3773058 3.238358 0.06478008 0.89627236 -0.13927682 -0.41605452 -0.54799926 -0.7014771 3.332432 0.10424829 0.82205266 -0.09964892 -0.55084646 -0.50744694 -0.80707103 3.246425 0.0 0.0 0.0 0.0 -0.346148 0.029237157 3.2239711 0.114282265 0.6464238 0.75269806 -0.050213166 -0.39568478 -0.34207124 3.3955307 0.14708531 0.41652575 0.16673487 0.8815167 -0.39152232 -0.7045756 3.5062406 0.06934582 0.4962694 0.13082902 0.85544825 -0.33508754 -0.7719574 3.423561 0.0 0.0 0.0 0.0 -0.45202035 0.5298867 3.0886855 0.3340835 -0.08717838 0.93182415 -0.11176594 -0.47753504 -0.122671954 3.0370362 0.0 0.0 0.0 0.0 -0.4615249 -0.035451148 3.017305 0.0 0.0 0.0 0.0 -0.2600708 -0.08731197 3.2934792 0.0 0.0 0.0 0.0 -0.23889188 -0.03810201 3.2653499 0.0 0.0 0.0 0.0 
134 0.18270034 -0.08173658 2.0979497 0 0 0 0 0.06426511 0.2132349 3.1552644 0.5 0.5 -0.40406913 0.019548506 3.219624 0.31475842 -0.0818399 0.9406227 -0.0972538 -0.43223104 0.31343192 3.148458 0.32533702 -0.08293081 0.93701637 -0.09632568 -0.45799744 0.599775 3.064823 0.33635843 -0.09256779 0.927602 -0.13359833 -0.43304402 0.74296856 3.0360086 0.0 0.0 0.0 0.0 -0.5484444 0.46840614 2.976995 -0.2159469 0.7463153 -0.5119157 0.36650056 -0.57460344 0.21419486 2.9965725 0.034350578 0.9953462 -0.05402535 -0.072022825 -0.50971395 0.0067537404 2.999599 -0.11550459 0.5980785 0.09648204 0.7871798 -0.49448338 -0.054834217 3.0198507 0.006777739 0.5725598 0.19883192 0.79535866 -0.3134576 0.51256967 3.176991 0.23404743 0.7261125 0.62727904 0.15653203 -0.2865983 0.24857284 3.2475276 0.048826594 0.6528661 0.13087715 0.7444817 -0.25803882 0.019947432 3.2610738 -0.045355804 0.3777822 0.04847016 0.9235118 -0.26791605 -0.02512759 3.267169 0.19384892 0.50197065 -0.06749054 0.8401745 -0.45299482 0.009165282 3.1439557 -0.305328 0.64705384 -0.5919518 0.37106493 -0.5322795 -0.37971085 3.2409616 0.06721389 0.89602524 -0.13966121 -0.41607186 -0.5430811 -0.71172655 3.3243518 0.093085304 0.81998944 -0.08316221 -0.5586022 -0.50361544 -0.8166065 3.2331357 0.0 0.0 0.0 0.0 -0.346192 0.029192418 3.223671 0.11396783 0.6443096 0.75447786 -0.051377784 -0.39550805 -0.34186184 3.3950858 0.14682013 0.41668394 0.16679183 0.8814754 -0.39287633 -0.7002065 3.5052428 0.0751166 0.5228319 0.12803487 0.83941114 -0.3419218 -0.7735145 3.4205637 0.0 0.0 0.0 0.0 -0.45191896 0.5293076 3.0879865 0.3364669 -0.08760547 0.93086565 -0.11226872 -0.47720507 -0.12492284 3.0375743 0.0 0.0 0.0 0.0 -0.46077794 -0.04156695 3.01368 0.0 0.0 0.0 0.0 -0.25525904 -0.08404373 3.293613 0.0 0.0 0.0 0.0 -0.23445392 -0.033044297 3.2627995 0.0 0.0 0.0 0.0 
135 0.1827836 -0.105882496 2.0929728 0 0 0 0 0.10463885 0.28123614 5.271903 0.5 0.5 -0.40232897 0.017758338 3.2200937 0.31428474 -0.08423573 0.9406021 -0.096935324 -0.43195885 0.31253326 3.1483905 0.32584906 -0.08546284 0.9366565 -0.09587803 -0.4579441 0.5988201 3.0643854 0.33821213 -0.0933479 0.92676073 -0.13421349 -0.43321222 0.7426306 3.0373223 0.0 0.0 0.0 0.0 -0.5485881 0.46700275 2.9774058 -0.2128991 0.7475412 -0.5113195 0.36661714 -0.57429874 0.21242087 2.9964767 0.03404905 0.9959835 -0.052807435 -0.06378957 -0.50912344 0.0042820936 3.00004 -0.10833911 0.6418339 0.10432301 0.75194997 -0.49388975 -0.05760951 3.020569 0.02556879 0.6150818 0.2038116 0.76123667 -0.31405818 0.51300514 3.1778913 0.23870087 0.7222795 0.62938666 0.15876582 -0.28692177 0.23282495 3.2541845 0.048208505 0.63083804 0.1319156 0.76309735 -0.25320554 -0.010104789 3.2609296 -0.059604324 0.30082247 0.03221331 0.9512705 -0.26946148 -0.045225948 3.271663 0.2753953 0.46663895 -0.076598406 0.8369816 -0.45097566 0.0064201807 3.144656 -0.30544856 0.64966196 -0.5887322 0.3715295 -0.5319705 -0.37739038 3.240318 0.065299295 0.89624506 -0.1428639 -0.41481397 -0.54297745 -0.7074496 3.3233685 0.09084535 0.8219372 -0.079386115 -0.5566546 -0.50028056 -0.81965727 3.2312412 0.0 0.0 0.0 0.0 -0.3445615 0.027590306 3.223798 0.111985855 0.63958937 0.75858647 -0.05413771 -0.39478236 -0.34103578 3.3937187 0.14791042 0.4159195 0.1657589 0.8818488 -0.39074102 -0.69436145 3.50387 0.07561332 0.52588177 0.13007072 0.83714545 -0.34182322 -0.77017736 3.4241722 0.0 0.0 0.0 0.0 -0.45182383 0.5283605 3.0876665 0.338287 -0.08854324 0.93007153 -0.11264515 -0.47688046 -0.12731895 3.0382288 0.0 0.0 0.0 0.0 -0.45913887 -0.044510256 3.0115554 0.0 0.0 0.0 0.0 -0.26180807 -0.09868293 3.290419 0.0 0.0 0.0 0.0 -0.24061534 -0.053964153 3.2751682 0.0 0.0 0.0 0.0 
136 0.18273725 -0.10778065 2.0863206 0 0 0 0 0.1604712 0.31752256 7.0282254 0.5 0.5 -0.39990175 0.014620964 3.221608 0.3125197 -0.087984666 0.9408468 -0.09693766 -0.43177035 0.31102884 3.1487958 0.3245453 -0.08918909 0.93677044 -0.095791966 -0.45871097 0.5982079 3.0643008 0.33806637 -0.09514941 0.9265867 -0.13451432 -0.43360728 0.7422326 3.0386517 0.0 0.0 0.0 0.0 -0.5479447 0.46377525 2.9782403 -0.21177533 0.75150377 -0.5055033 0.36722654 -0.57341516 0.20901531 2.996589 0.03339995 0.99671125 -0.051527433 -0.05287605 -0.5081164 0.0014405581 3.0008848 -0.1058531 0.65240365 0.10842247 0.7425694 -0.49287677 -0.06090497 3.0208344 0.027656911 0.6236331 0.19732402 0.75589705 -0.31487763 0.5117295 3.1772432 0.23837504 0.7225157 0.62917805 0.15899742 -0.2887213 0.23593864 3.2543344 0.048066415 0.6158427 0.13328399 0.7750243 -0.2523595 -0.008934158 3.2569678 -0.07122167 0.17134997 0.015313147 0.9825133 -0.27221516 -0.053306207 3.2728026 0.40049282 0.43813545 -0.16002497 0.788692 -0.4480735 0.0012359885 3.1468444 -0.30501541 0.65374947 -0.5840968 0.372031 -0.53227377 -0.3743578 3.2359536 0.05709938 0.89663434 -0.14592318 -0.41411677 -0.5473745 -0.6974847 3.3249755 0.09792212 0.82592845 -0.09236513 -0.54746896 -0.5029908 -0.8125855 3.2378259 0.0 0.0 0.0 0.0 -0.34214187 0.02417052 3.2249038 0.1087982 0.63304657 0.7641703 -0.05880529 -0.3943059 -0.34084326 3.3926878 0.15053186 0.41531977 0.16400082 0.88201654 -0.38956022 -0.69505167 3.5053296 0.0742137 0.51149786 0.13406 0.8455118 -0.33668277 -0.76855135 3.4302316 0.0 0.0 0.0 0.0 -0.4523117 0.52744305 3.0877647 0.3380903 -0.08985351 0.9300044 -0.11275072 -0.4753716 -0.1294343 3.038435 0.0 0.0 0.0 0.0 -0.45770538 -0.04192864 3.011497 0.0 0.0 0.0 0.0 -0.2614251 -0.10100234 3.2869983 0.0 0.0 0.0 0.0 -0.24103516 -0.04884262 3.279532 0.0 0.0 0.0 0.0 
137 0.1826779 -0.11492698 2.0817075 0 0 0 0 0.20311195 0.35318276 7.325447 0.5 0.5 -0.3990641 0.011602635 3.2232337 0.31125334 -0.08995241 0.941055 -0.097186446 -0.4319883 0.30905786 3.1496043 0.32330585 -0.09113346 0.9369889 -0.096019104 -0.45981193 0.597509 3.0646114 0.33685738 -0.096363895 0.92688066 -0.13465929 -0.4348284 0.7418187 3.0396748 0.0 0.0 0.0 0.0 -0.546473 0.45906833 2.9799604 -0.2120274 0.7591737 -0.49277392 0.36860365 -0.5720901 0.20471206 2.997014 0.032192495 0.9973962 -0.050640415 -0.039999098 -0.50657827 -0.004104664 3.0022156 -0.10349059 0.6594005 0.111808255 0.7361925 -0.49186864 -0.06492557 3.0216022 0.02914073 0.6304202 0.19223633 0.75150937 -0.3157598 0.5095875 3.17582 0.23420419 0.72557855 0.6277843 0.15674503 -0.2900825 0.23910387 3.2535582 0.048666738 0.60812813 0.13553798 0.780667 -0.2522921 -8.106977E-4 3.2521765 -0.07850783 0.18358894 0.01119781 0.9797991 -0.2750879 -0.050651472 3.2727833 0.47680143 0.44697496 -0.18858309 0.7330144 -0.44711822 -0.002803267 3.1486979 -0.30436438 0.65639955 -0.5809976 0.37275144 -0.53372115 -0.36919057 3.2276423 0.04568096 0.8969882 -0.14744236 -0.41422942 -0.5507281 -0.6922987 3.3241537 0.1045732 0.82752365 -0.10276944 -0.5419478 -0.50606805 -0.8094136 3.2435222 0.0 0.0 0.0 0.0 -0.34151497 0.021488313 3.225968 0.106110886 0.627759 0.76858395 -0.06275298 -0.3944379 -0.3416675 3.3927846 0.1520246 0.41530913 0.16315678 0.8819222 -0.38918868 -0.70082444 3.5071936 0.071269944 0.49246165 0.13634521 0.85662836 -0.3300509 -0.77043253 3.4305377 0.0 0.0 0.0 0.0 -0.45312065 0.52620757 3.0882542 0.33684847 -0.09071077 0.9303602 -0.11284663 -0.4745682 -0.13098526 3.0388136 0.0 0.0 0.0 0.0 -0.45627022 -0.046659943 3.0098124 0.0 0.0 0.0 0.0 -0.26728502 -0.10901955 3.2893744 0.0 0.0 0.0 0.0 -0.24405186 -0.05123353 3.2798996 0.0 0.0 0.0 0.0 
138 0.18264869 -0.13112831 2.0765984 0 0 0 0 0.24895991 0.3738906 7.913898 0.5 0.5 -0.3999635 0.009041562 3.2257054 0.31125292 -0.09014448 0.94092727 -0.09823885 -0.4325279 0.30711198 3.1509433 0.3229025 -0.09125074 0.9369999 -0.09714906 -0.46068382 0.5965508 3.0651977 0.33582065 -0.09688062 0.927165 -0.13492127 -0.43628025 0.74166197 3.0407255 0.0 0.0 0.0 0.0 -0.54528415 0.45477098 2.9811862 -0.21265604 0.765656 -0.48102123 0.3703589 -0.5709226 0.20055471 2.9974456 0.030795865 0.9978995 -0.05048453 -0.026447436 -0.5045673 -0.009334864 3.003801 -0.10247558 0.6581646 0.11518424 0.7369198 -0.49040422 -0.07009952 3.0232432 0.031852134 0.6348213 0.18554133 0.7493744 -0.31612504 0.5076607 3.175139 0.23033707 0.72842884 0.62659085 0.15401246 -0.28823057 0.22489473 3.2592278 0.05112936 0.6124724 0.1412527 0.7760867 -0.24900682 -0.014423874 3.2554011 -0.081438266 0.33815104 0.019799413 0.93735254 -0.27464736 -0.052146398 3.277176 0.513175 0.47587055 -0.15739107 0.6967256 -0.44811755 -0.0061987867 3.15173 -0.30379802 0.65697306 -0.57958996 0.3743901 -0.534964 -0.36581847 3.2222557 0.037700307 0.89737004 -0.14696501 -0.4143755 -0.5541028 -0.68626046 3.3278058 0.110144764 0.8213711 -0.11396961 -0.5479312 -0.5126954 -0.80301344 3.2455034 0.0 0.0 0.0 0.0 -0.34253943 0.019635547 3.2278152 0.105035976 0.6241729 0.7713897 -0.06582874 -0.39464664 -0.3432678 3.3939695 0.15130849 0.4154308 0.16309057 0.88200015 -0.3889198 -0.70048404 3.5060253 0.070844725 0.49332213 0.13547875 0.85630584 -0.33073938 -0.77109426 3.4278119 0.0 0.0 0.0 0.0 -0.45385766 0.52471703 3.0890474 0.3358251 -0.0912716 0.9306114 -0.11337318 -0.47279033 -0.13687086 3.041045 0.0 0.0 0.0 0.0 -0.45592463 -0.05327768 3.0080554 0.0 0.0 0.0 0.0 -0.27034977 -0.1118344 3.2923114 0.0 0.0 0.0 0.0 -0.24328536 -0.06123509 3.281211 0.0 0.0 0.0 0.0 
139 0.18264821 -0.1403588 2.0784304 0 0 0 0 0.2930509 0.38637206 8.16436 0.5 0.5 -0.40156397 0.008182963 3.22808 0.31196278 -0.08868035 0.9405835 -0.100581884 -0.4330001 0.30571494 3.1522412 0.32283404 -0.0898704 0.93691397 -0.099463254 -0.46073967 0.59564674 3.0657525 0.33477262 -0.09642743 0.9274362 -0.1359811 -0.4369302 0.7410058 3.0413651 0.0 0.0 0.0 0.0 -0.5440746 0.45202547 2.9822183 -0.21310253 0.76933086 -0.4735818 0.3720719 -0.57018083 0.19753827 2.9976861 0.029790636 0.9981849 -0.050620016 -0.013304627 -0.503737 -0.011414656 3.0054185 -0.103088506 0.6453803 0.11738645 0.7477149 -0.4891104 -0.07416536 3.0252438 0.032738585 0.63563406 0.17812191 0.75044674 -0.3158903 0.5061102 3.1747768 0.22765711 0.73057055 0.625951 0.1504128 -0.28644627 0.2236221 3.2625935 0.054037463 0.6181506 0.14811467 0.7700855 -0.24554297 -0.017859567 3.2590165 -0.08058565 0.5002013 0.031473506 0.86157656 -0.27126506 -0.053388324 3.2831461 0.5240091 0.5196637 -0.10886685 0.6659671 -0.44959277 -0.0064950166 3.1538115 -0.30373544 0.65507144 -0.58081377 0.3758716 -0.53591263 -0.37176582 3.221569 0.034008488 0.89761955 -0.14299121 -0.41554305 -0.55733585 -0.6864333 3.3299563 0.11305207 0.81965613 -0.11995393 -0.5486286 -0.5151778 -0.8014522 3.2455614 0.0 0.0 0.0 0.0 -0.3444571 0.018574495 3.230146 0.10527467 0.6243343 0.77103096 -0.06807942 -0.39417338 -0.34396172 3.395049 0.14819503 0.4161398 0.16340204 0.8821368 -0.38717914 -0.7018408 3.5046155 0.06936668 0.49855205 0.13346183 0.85371053 -0.33105928 -0.77167344 3.4249167 0.0 0.0 0.0 0.0 -0.45409572 0.52362317 3.0898323 0.33478865 -0.09113155 0.9308569 -0.11452894 -0.4710167 -0.14261758 3.0437067 0.0 0.0 0.0 0.0 -0.45352396 -0.05194678 3.007687 0.0 0.0 0.0 0.0 -0.26756397 -0.11016533 3.2931557 0.0 0.0 0.0 0.0 -0.24133712 -0.06777109 3.2750888 0.0 0.0 0.0 0.0 
140 0.18255709 -0.1274383 2.082244 0 0 0 0 0.3141725 0.41333696 9.231712 0.5 0.5 -0.40387818 0.009037087 3.2325513 0.30404574 -0.08602126 0.94274366 -0.106727876 -0.43334725 0.30517966 3.1535106 0.31752688 -0.087670885 0.9382818 -0.10538129 -0.46022195 0.5946238 3.065277 0.33195648 -0.09524423 0.92787534 -0.1406251 -0.43624133 0.7402047 3.0398588 0.0 0.0 0.0 0.0 -0.54401726 0.45078713 2.9825835 -0.21144952 0.7698582 -0.47264397 0.37311164 -0.5709083 0.19601649 2.9974926 0.028369814 0.99791974 -0.057839867 -0.0023930361 -0.5045855 -0.010020319 3.0056121 -0.10230768 0.6563045 0.12445101 0.73709536 -0.48897636 -0.07502875 3.026441 0.027841868 0.63968635 0.17847726 0.74710923 -0.3141821 0.50546056 3.1738448 0.22630155 0.73120767 0.62727886 0.14367087 -0.28449044 0.23528619 3.262858 0.060484014 0.6294665 0.15853934 0.75827366 -0.24395704 2.6328117E-4 3.2582152 -0.07947134 0.60558766 0.031153023 0.79118747 -0.26854682 -0.041560393 3.2851686 0.48799834 0.5695378 -0.0948236 0.6545936 -0.4519783 -0.004603632 3.1572752 -0.29847878 0.65221846 -0.58713526 0.37520698 -0.53306305 -0.37864664 3.222154 0.028993811 0.89361274 -0.1331287 -0.42765957 -0.55798376 -0.6907671 3.3306 0.11654808 0.8329268 -0.12058884 -0.5273594 -0.50926375 -0.8040621 3.2504995 0.0 0.0 0.0 0.0 -0.34674895 0.018814608 3.2335186 0.10177079 0.6278782 0.76761574 -0.07859704 -0.39172724 -0.34417263 3.3964162 0.14376733 0.42552388 0.16277789 0.8785009 -0.3875766 -0.7015201 3.5046782 0.07279245 0.4987043 0.12949647 0.85394704 -0.33263204 -0.7724576 3.425038 0.0 0.0 0.0 0.0 -0.4538802 0.5228931 3.0898182 0.33194354 -0.09055974 0.9315601 -0.11749758 -0.46980548 -0.1463574 3.0461292 0.0 0.0 0.0 0.0 -0.45260614 -0.03937238 3.0030208 0.0 0.0 0.0 0.0 -0.2631845 -0.092979945 3.284821 0.0 0.0 0.0 0.0 -0.2384331 -0.058636237 3.2612197 0.0 0.0 0.0 0.0 
141 0.18245777 -0.09434315 2.089427 0 0 0 0 0.30758384 0.46079925 10.735925 0.5 0.5 -0.40838656 0.009697043 3.2390366 0.28037873 -0.07957534 0.9492752 -0.118034445 -0.43368757 0.30477244 3.1545606 0.30098963 -0.0823729 0.9429437 -0.116091326 -0.45754164 0.5924615 3.061355 0.3223836 -0.09123506 0.9298752 -0.15191147 -0.43388784 0.73779655 3.033342 0.0 0.0 0.0 0.0 -0.5461123 0.45208693 2.9822774 -0.20297568 0.7658832 -0.48353398 0.3720469 -0.5773585 0.1978799 2.995905 0.025958912 0.99719644 -0.06993715 0.0058582546 -0.5083337 -0.004202361 3.00346 -0.102221236 0.6819798 0.13814658 0.71089375 -0.49117792 -0.07052958 3.02555 0.027115613 0.64557856 0.18609525 0.7401767 -0.30999926 0.50598997 3.169921 0.22629592 0.7290537 0.6335259 0.12615842 -0.27695224 0.25112852 3.266476 0.07480871 0.64943063 0.18162164 0.73461366 -0.23923276 0.025534146 3.2540405 -0.0763613 0.63616663 0.013015846 0.7676532 -0.26514074 -0.019127965 3.2838507 0.4616339 0.6084394 -0.11028193 0.63602954 -0.4575853 -0.0015831115 3.165042 -0.28423214 0.6480111 -0.6017626 0.370372 -0.5259666 -0.37949854 3.2144403 0.014966454 0.88135517 -0.111258686 -0.4589233 -0.5523331 -0.6909366 3.326092 0.12389389 0.8477305 -0.12138486 -0.5012675 -0.49912655 -0.8068508 3.2542026 0.0 0.0 0.0 0.0 -0.34984174 0.018954188 3.2366366 0.090835646 0.6355509 0.7600147 -0.101002835 -0.3876251 -0.34352702 3.397574 0.13983312 0.45002425 0.16135639 0.86711526 -0.38683453 -0.7087932 3.5018418 0.06777895 0.4666052 0.1231235 0.8732274 -0.32440284 -0.77669346 3.4250927 0.0 0.0 0.0 0.0 -0.45262727 0.5213671 3.088172 0.32238805 -0.08809445 0.9341465 -0.12520249 -0.46979204 -0.14146258 3.0464528 0.0 0.0 0.0 0.0 -0.4528711 -0.020023445 2.9928331 0.0 0.0 0.0 0.0 -0.26068088 -0.079593815 3.2791708 0.0 0.0 0.0 0.0 -0.23080344 -0.005187005 3.2234573 0.0 0.0 0.0 0.0 
